"","dates","sp_all","abundance_cold"
"51","1996","Anas acuta",103687.5
"52","1997","Anas acuta",96250
"53","1998","Anas acuta",135406.25
"54","1999","Anas acuta",118125
"55","2000","Anas acuta",93843.75
"56","2001","Anas acuta",167781.25
"57","2002","Anas acuta",138906.25
"58","2003","Anas acuta",148750
"59","2004","Anas acuta",304062.5
"60","2005","Anas acuta",225312.5
"61","2006","Anas acuta",198406.25
"62","2007","Anas acuta",113531.25
"63","2008","Anas acuta",140437.5
"64","2009","Anas acuta",106312.5
"65","2010","Anas acuta",67156.25
"66","2011","Anas acuta",110468.75
"67","2012","Anas acuta",128625
"68","2013","Anas acuta",84656.25
"69","2014","Anas acuta",72625
"70","2015","Anas acuta",52062.5
"71","1981","Anas strepera",114312.5
"72","1982","Anas strepera",58125
"73","1983","Anas strepera",138725
"74","1984","Anas strepera",20925
"75","1985","Anas strepera",62193.75
"76","1986","Anas strepera",25962.5
"77","1987","Anas strepera",28481.25
"78","1988","Anas strepera",22668.75
"79","1989","Anas strepera",50956.25
"80","1990","Anas strepera",62968.75
"81","1991","Anas strepera",55218.75
"82","1992","Anas strepera",20343.75
"83","1993","Anas strepera",17437.5
"84","1994","Anas strepera",5037.5
"85","1995","Anas strepera",2325
"86","1996","Anas strepera",387.5
"87","1997","Anas strepera",8331.25
"88","1998","Anas strepera",775
"89","1999","Anas strepera",2906.25
"90","2000","Anas strepera",2325
"91","2001","Anas strepera",0
"92","2002","Anas strepera",0
"93","2003","Anas strepera",0
"94","2004","Anas strepera",0
"95","2005","Anas strepera",0
"96","2006","Anas strepera",387.5
"97","2007","Anas strepera",968.75
"98","2008","Anas strepera",2131.25
"99","2009","Anas strepera",16468.75
"100","2010","Anas strepera",18600
"101","2011","Anas strepera",6200
"102","2012","Anas strepera",11625
"103","2013","Anas strepera",1550
"104","2014","Anas strepera",775
"105","2015","Anas strepera",968.75
"106","1981","Anas penelope",3110
"107","1982","Anas penelope",777.5
"108","1983","Anas penelope",1555
"109","1984","Anas penelope",971.875
"110","1985","Anas penelope",2138.125
"111","1986","Anas penelope",1360.625
"112","1987","Anas penelope",1749.375
"113","1988","Anas penelope",3304.375
"114","1989","Anas penelope",1555
"115","1990","Anas penelope",2915.625
"116","1991","Anas penelope",1360.625
"117","1992","Anas penelope",1943.75
"118","1993","Anas penelope",583.125
"119","1994","Anas penelope",1166.25
"120","1995","Anas penelope",2721.25
"121","1996","Anas penelope",0
"122","1997","Anas penelope",194.375
"123","1998","Anas penelope",388.75
"124","1999","Anas penelope",0
"125","2000","Anas penelope",0
"126","2001","Anas penelope",777.5
"127","2002","Anas penelope",777.5
"128","2003","Anas penelope",0
"129","2004","Anas penelope",0
"130","2005","Anas penelope",0
"131","2006","Anas penelope",583.125
"132","2007","Anas penelope",2915.625
"133","2008","Anas penelope",0
"134","2009","Anas penelope",583.125
"135","2010","Anas penelope",388.75
"136","2011","Anas penelope",971.875
"137","2012","Anas penelope",777.5
"138","2013","Anas penelope",971.875
"139","2014","Anas penelope",194.375
"140","2015","Anas penelope",971.875
"141","1981","Anas clypeata",43225
"142","1982","Anas clypeata",25200
"143","1983","Anas clypeata",35700
"144","1984","Anas clypeata",11025
"145","1985","Anas clypeata",62825
"146","1986","Anas clypeata",28700
"147","1987","Anas clypeata",19250
"148","1988","Anas clypeata",62125
"149","1989","Anas clypeata",41650
"150","1990","Anas clypeata",74375
"151","1991","Anas clypeata",196000
"152","1992","Anas clypeata",169750
"153","1993","Anas clypeata",156100
"154","1994","Anas clypeata",140700
"155","1995","Anas clypeata",139125
"156","1996","Anas clypeata",92750
"157","1997","Anas clypeata",72275
"158","1998","Anas clypeata",60375
"159","1999","Anas clypeata",69475
"160","2000","Anas clypeata",48650
"161","2001","Anas clypeata",98350
"162","2002","Anas clypeata",40950
"163","2003","Anas clypeata",34300
"164","2004","Anas clypeata",60900
"165","2005","Anas clypeata",85050
"166","2006","Anas clypeata",28000
"167","2007","Anas clypeata",142275
"168","2008","Anas clypeata",104650
"169","2009","Anas clypeata",109025
"170","2010","Anas clypeata",163100
"171","2011","Anas clypeata",160650
"172","2012","Anas clypeata",192850
"173","2013","Anas clypeata",127925
"174","2014","Anas clypeata",122150
"175","2015","Anas clypeata",239225
"176","1981","Anas crecca",308750
"177","1982","Anas crecca",225875
"178","1983","Anas crecca",279500
"179","1984","Anas crecca",126750
"180","1985","Anas crecca",252687.5
"181","1986","Anas crecca",99937.5
"182","1987","Anas crecca",88156.25
"183","1988","Anas crecca",212062.5
"184","1989","Anas crecca",268125
"185","1990","Anas crecca",281937.5
"186","1991","Anas crecca",282750
"187","1992","Anas crecca",202312.5
"188","1993","Anas crecca",209625
"189","1994","Anas crecca",208000
"190","1995","Anas crecca",208000
"191","1996","Anas crecca",161687.5
"192","1997","Anas crecca",151125
"193","1998","Anas crecca",234000
"194","1999","Anas crecca",221812.5
"195","2000","Anas crecca",166156.25
"196","2001","Anas crecca",186062.5
"197","2002","Anas crecca",191750
"198","2003","Anas crecca",171437.5
"199","2004","Anas crecca",149093.75
"200","2005","Anas crecca",109931.25
"201","2006","Anas crecca",75806.25
"202","2007","Anas crecca",130975
"203","2008","Anas crecca",146493.75
"204","2009","Anas crecca",182893.75
"205","2010","Anas crecca",155187.5
"206","2011","Anas crecca",119275
"207","2012","Anas crecca",145843.75
"208","2013","Anas crecca",147631.25
"209","2014","Anas crecca",128212.5
"210","2015","Anas crecca",133818.75
"211","1981","Aythya ferina",357000
"212","1982","Aythya ferina",184450
"213","1983","Aythya ferina",234175
"214","1984","Aythya ferina",99875
"215","1985","Aythya ferina",422875
"216","1986","Aythya ferina",232475
"217","1987","Aythya ferina",83937.5
"218","1988","Aythya ferina",155125
"219","1989","Aythya ferina",172125
"220","1990","Aythya ferina",107312.5
"221","1991","Aythya ferina",96687.5
"222","1992","Aythya ferina",83300
"223","1993","Aythya ferina",66937.5
"224","1994","Aythya ferina",48662.5
"225","1995","Aythya ferina",34425
"226","1996","Aythya ferina",12325
"227","1997","Aythya ferina",27625
"228","1998","Aythya ferina",5100
"229","1999","Aythya ferina",5100
"230","2000","Aythya ferina",15087.5
"231","2001","Aythya ferina",48025
"232","2002","Aythya ferina",9350
"233","2003","Aythya ferina",14662.5
"234","2004","Aythya ferina",16575
"235","2005","Aythya ferina",23162.5
"236","2006","Aythya ferina",30812.5
"237","2007","Aythya ferina",19337.5
"238","2008","Aythya ferina",6587.5
"239","2009","Aythya ferina",1700
"240","2010","Aythya ferina",637.5
"241","2011","Aythya ferina",5312.5
"242","2012","Aythya ferina",1062.5
"243","2013","Aythya ferina",212.5
"244","2014","Aythya ferina",212.5
"245","2015","Aythya ferina",425
"246","1981","Aythya fuligula",75218.75
"247","1982","Aythya fuligula",77393.75
"248","1983","Aythya fuligula",59268.75
"249","1984","Aythya fuligula",78843.75
"250","1985","Aythya fuligula",88812.5
"251","1986","Aythya fuligula",95337.5
"252","1987","Aythya fuligula",54556.25
"253","1988","Aythya fuligula",84281.25
"254","1989","Aythya fuligula",76125
"255","1990","Aythya fuligula",49300
"256","1991","Aythya fuligula",58000
"257","1992","Aythya fuligula",62531.25
"258","1993","Aythya fuligula",64162.5
"259","1994","Aythya fuligula",42593.75
"260","1995","Aythya fuligula",21206.25
"261","1996","Aythya fuligula",39150
"262","1997","Aythya fuligula",22837.5
"263","1998","Aythya fuligula",29000
"264","1999","Aythya fuligula",20300
"265","2000","Aythya fuligula",12325
"266","2001","Aythya fuligula",19937.5
"267","2002","Aythya fuligula",9968.75
"268","2003","Aythya fuligula",5981.25
"269","2004","Aythya fuligula",9968.75
"270","2005","Aythya fuligula",7612.5
"271","2006","Aythya fuligula",181.25
"272","2007","Aythya fuligula",362.5
"273","2008","Aythya fuligula",725
"274","2009","Aythya fuligula",362.5
"275","2010","Aythya fuligula",0
"276","2011","Aythya fuligula",2537.5
"277","2012","Aythya fuligula",181.25
"278","2013","Aythya fuligula",1993.75
"279","2014","Aythya fuligula",725
"280","2015","Aythya fuligula",543.75
"281","1981","Aythya marila",262.5
"282","1982","Aythya marila",525
"283","1983","Aythya marila",262.5
"284","1984","Aythya marila",262.5
"285","1985","Aythya marila",2625
"286","1986","Aythya marila",525
"287","1987","Aythya marila",0
"288","1988","Aythya marila",1312.5
"289","1989","Aythya marila",0
"290","1990","Aythya marila",262.5
"291","1991","Aythya marila",0
"292","1992","Aythya marila",0
"293","1993","Aythya marila",2100
"294","1994","Aythya marila",0
"295","1995","Aythya marila",0
"296","1996","Aythya marila",0
"297","1997","Aythya marila",0
"298","1998","Aythya marila",0
"299","1999","Aythya marila",0
"300","2000","Aythya marila",0
"301","2001","Aythya marila",0
"302","2002","Aythya marila",0
"303","2003","Aythya marila",0
"304","2004","Aythya marila",0
"305","2005","Aythya marila",0
"306","2006","Aythya marila",0
"307","2007","Aythya marila",262.5
"308","2008","Aythya marila",0
"309","2009","Aythya marila",0
"310","2010","Aythya marila",0
"311","2011","Aythya marila",0
"312","2012","Aythya marila",0
"313","2013","Aythya marila",0
"314","2014","Aythya marila",0
"315","2015","Aythya marila",0
"316","1981","Tadorna tadorna",3375
"317","1982","Tadorna tadorna",5062.5
"318","1983","Tadorna tadorna",41062.5
"319","1984","Tadorna tadorna",59062.5
"320","1985","Tadorna tadorna",77062.5
"321","1986","Tadorna tadorna",71437.5
"322","1987","Tadorna tadorna",37968.75
"323","1988","Tadorna tadorna",45000
"324","1989","Tadorna tadorna",73406.25
"325","1990","Tadorna tadorna",24187.5
"326","1991","Tadorna tadorna",20812.5
"327","1992","Tadorna tadorna",16312.5
"328","1993","Tadorna tadorna",55125
"329","1994","Tadorna tadorna",28125
"330","1995","Tadorna tadorna",63562.5
"331","1996","Tadorna tadorna",27843.75
"332","1997","Tadorna tadorna",43593.75
"333","1998","Tadorna tadorna",19687.5
"334","1999","Tadorna tadorna",37125
"335","2000","Tadorna tadorna",48375
"336","2001","Tadorna tadorna",52875
"337","2002","Tadorna tadorna",55687.5
"338","2003","Tadorna tadorna",21093.75
"339","2004","Tadorna tadorna",39093.75
"340","2005","Tadorna tadorna",31218.75
"341","2006","Tadorna tadorna",36562.5
"342","2007","Tadorna tadorna",68062.5
"343","2008","Tadorna tadorna",88031.25
"344","2009","Tadorna tadorna",60468.75
"345","2010","Tadorna tadorna",57656.25
"346","2011","Tadorna tadorna",78750
"347","2012","Tadorna tadorna",101250
"348","2013","Tadorna tadorna",177750
"349","2014","Tadorna tadorna",143156.25
"350","2015","Tadorna tadorna",161718.75
"351","1981","Anas querquedula",0
"352","1982","Anas querquedula",97.5
"353","1983","Anas querquedula",97.5
"354","1984","Anas querquedula",0
"355","1985","Anas querquedula",0
"356","1986","Anas querquedula",0
"357","1987","Anas querquedula",0
"358","1988","Anas querquedula",0
"359","1989","Anas querquedula",0
"360","1990","Anas querquedula",0
"361","1991","Anas querquedula",0
"362","1992","Anas querquedula",0
"363","1993","Anas querquedula",0
"364","1994","Anas querquedula",0
"365","1995","Anas querquedula",0
"366","1996","Anas querquedula",0
"367","1997","Anas querquedula",0
"368","1998","Anas querquedula",0
"369","1999","Anas querquedula",0
"370","2000","Anas querquedula",0
"371","2001","Anas querquedula",0
"372","2002","Anas querquedula",0
"373","2003","Anas querquedula",0
"374","2004","Anas querquedula",0
"375","2005","Anas querquedula",0
"376","2006","Anas querquedula",0
"377","2007","Anas querquedula",487.5
"378","2008","Anas querquedula",0
"379","2009","Anas querquedula",0
"380","2010","Anas querquedula",0
"381","2011","Anas querquedula",0
"382","2012","Anas querquedula",0
"383","2013","Anas querquedula",0
"384","2014","Anas querquedula",0
"385","2015","Anas querquedula",0
"386","1981","Cygnus olor",151250
"387","1982","Cygnus olor",88000
"388","1983","Cygnus olor",195250
"389","1984","Cygnus olor",321750
"390","1985","Cygnus olor",830500
"391","1986","Cygnus olor",552750
"392","1987","Cygnus olor",470250
"393","1988","Cygnus olor",638000
"394","1989","Cygnus olor",574750
"395","1990","Cygnus olor",643500
"396","1991","Cygnus olor",745250
"397","1992","Cygnus olor",407000
"398","1993","Cygnus olor",363000
"399","1994","Cygnus olor",236500
"400","1995","Cygnus olor",192500
"401","1996","Cygnus olor",374000
"402","1997","Cygnus olor",283250
"403","1998","Cygnus olor",291500
"404","1999","Cygnus olor",231000
"405","2000","Cygnus olor",189750
"406","2001","Cygnus olor",247500
"407","2002","Cygnus olor",173250
"408","2003","Cygnus olor",167750
"409","2004","Cygnus olor",110000
"410","2005","Cygnus olor",93500
"411","2006","Cygnus olor",99000
"412","2007","Cygnus olor",143000
"413","2008","Cygnus olor",118250
"414","2009","Cygnus olor",187000
"415","2010","Cygnus olor",165000
"416","2011","Cygnus olor",79750
"417","2012","Cygnus olor",209000
"418","2013","Cygnus olor",145750
"419","2014","Cygnus olor",145750
"420","2015","Cygnus olor",112750
"421","1981","Anser anser",0
"422","1982","Anser anser",8125
"423","1983","Anser anser",20312.5
"424","1984","Anser anser",47125
"425","1985","Anser anser",103187.5
"426","1986","Anser anser",4875
"427","1987","Anser anser",1625
"428","1988","Anser anser",405437.5
"429","1989","Anser anser",351000
"430","1990","Anser anser",291687.5
"431","1991","Anser anser",263250
"432","1992","Anser anser",229937.5
"433","1993","Anser anser",264062.5
"434","1994","Anser anser",272187.5
"435","1995","Anser anser",261625
"436","1996","Anser anser",284375
"437","1997","Anser anser",263250
"438","1998","Anser anser",216937.5
"439","1999","Anser anser",173875
"440","2000","Anser anser",169812.5
"441","2001","Anser anser",286812.5
"442","2002","Anser anser",298187.5
"443","2003","Anser anser",336375
"444","2004","Anser anser",390812.5
"445","2005","Anser anser",177937.5
"446","2006","Anser anser",114562.5
"447","2007","Anser anser",175500
"448","2008","Anser anser",102375
"449","2009","Anser anser",104000
"450","2010","Anser anser",36562.5
"451","2011","Anser anser",112125
"452","2012","Anser anser",224250
"453","2013","Anser anser",398937.5
"454","2014","Anser anser",122687.5
"455","2015","Anser anser",283562.5
"456","1981","Netta rufina",1725
"457","1982","Netta rufina",1725
"458","1983","Netta rufina",2875
"459","1984","Netta rufina",3737.5
"460","1985","Netta rufina",2300
"461","1986","Netta rufina",2587.5
"462","1987","Netta rufina",2587.5
"463","1988","Netta rufina",2587.5
"464","1989","Netta rufina",0
"465","1990","Netta rufina",287.5
"466","1991","Netta rufina",0
"467","1992","Netta rufina",862.5
"468","1993","Netta rufina",2300
"469","1994","Netta rufina",2300
"470","1995","Netta rufina",0
"471","1996","Netta rufina",0
"472","1997","Netta rufina",0
"473","1998","Netta rufina",0
"474","1999","Netta rufina",0
"475","2000","Netta rufina",0
"476","2001","Netta rufina",0
"477","2002","Netta rufina",0
"478","2003","Netta rufina",0
"479","2004","Netta rufina",0
"480","2005","Netta rufina",0
"481","2006","Netta rufina",0
"482","2007","Netta rufina",0
"483","2008","Netta rufina",0
"484","2009","Netta rufina",575
"485","2010","Netta rufina",0
"486","2011","Netta rufina",0
"487","2012","Netta rufina",0
"488","2013","Netta rufina",0
"489","2014","Netta rufina",0
"490","2015","Netta rufina",0
"491","1981","Branta bernicla",0
"492","1982","Branta bernicla",0
"493","1983","Branta bernicla",0
"494","1984","Branta bernicla",0
"495","1985","Branta bernicla",0
"496","1986","Branta bernicla",0
"497","1987","Branta bernicla",0
"498","1988","Branta bernicla",0
"499","1989","Branta bernicla",0
"500","1990","Branta bernicla",0
"501","1991","Branta bernicla",0
"502","1992","Branta bernicla",0
"503","1993","Branta bernicla",0
"504","1994","Branta bernicla",0
"505","1995","Branta bernicla",0
"506","1996","Branta bernicla",0
"507","1997","Branta bernicla",0
"508","1998","Branta bernicla",0
"509","1999","Branta bernicla",0
"510","2000","Branta bernicla",0
"511","2001","Branta bernicla",0
"512","2002","Branta bernicla",0
"513","2003","Branta bernicla",0
"514","2004","Branta bernicla",0
"515","2005","Branta bernicla",0
"516","2006","Branta bernicla",0
"517","2007","Branta bernicla",0
"518","2008","Branta bernicla",0
"519","2009","Branta bernicla",0
"520","2010","Branta bernicla",362.5
"521","2011","Branta bernicla",0
"522","2012","Branta bernicla",2537.5
"523","2013","Branta bernicla",362.5
"524","2014","Branta bernicla",0
"525","2015","Branta bernicla",725
"526","1981","Branta canadensis",0
"527","1982","Branta canadensis",0
"528","1983","Branta canadensis",0
"529","1984","Branta canadensis",0
"530","1985","Branta canadensis",0
"531","1986","Branta canadensis",0
"532","1987","Branta canadensis",0
"533","1988","Branta canadensis",0
"534","1989","Branta canadensis",0
"535","1990","Branta canadensis",0
"536","1991","Branta canadensis",0
"537","1992","Branta canadensis",0
"538","1993","Branta canadensis",0
"539","1994","Branta canadensis",0
"540","1995","Branta canadensis",0
"541","1996","Branta canadensis",0
"542","1997","Branta canadensis",0
"543","1998","Branta canadensis",0
"544","1999","Branta canadensis",0
"545","2000","Branta canadensis",0
"546","2001","Branta canadensis",0
"547","2002","Branta canadensis",0
"548","2003","Branta canadensis",0
"549","2004","Branta canadensis",0
"550","2005","Branta canadensis",0
"551","2006","Branta canadensis",2325
"552","2007","Branta canadensis",9300
"553","2008","Branta canadensis",1162.5
"554","2009","Branta canadensis",3487.5
"555","2010","Branta canadensis",2325
"556","2011","Branta canadensis",4650
"557","2012","Branta canadensis",1162.5
"558","2013","Branta canadensis",0
"559","2014","Branta canadensis",0
"560","2015","Branta canadensis",0
"561","1981","Fulica atra",330512.5
"562","1982","Fulica atra",378462.5
"563","1983","Fulica atra",402780
"564","1984","Fulica atra",452100
"565","1985","Fulica atra",1054900
"566","1986","Fulica atra",647325
"567","1987","Fulica atra",478130
"568","1988","Fulica atra",847687.5
"569","1989","Fulica atra",700412.5
"570","1990","Fulica atra",1042056.25
"571","1991","Fulica atra",1048050
"572","1992","Fulica atra",1077162.5
"573","1993","Fulica atra",1040343.75
"574","1994","Fulica atra",458950
"575","1995","Fulica atra",601087.5
"576","1996","Fulica atra",619925
"577","1997","Fulica atra",765487.5
"578","1998","Fulica atra",935025
"579","1999","Fulica atra",1043255
"580","2000","Fulica atra",732950
"581","2001","Fulica atra",1297218.75
"582","2002","Fulica atra",535156.25
"583","2003","Fulica atra",849400
"584","2004","Fulica atra",525737.5
"585","2005","Fulica atra",349692.5
"586","2006","Fulica atra",358768.75
"587","2007","Fulica atra",968076.25
"588","2008","Fulica atra",812752.5
"589","2009","Fulica atra",958486.25
"590","2010","Fulica atra",609307.5
"591","2011","Fulica atra",485151.25
"592","2012","Fulica atra",415795
"593","2013","Fulica atra",422473.75
"594","2014","Fulica atra",383771.25
"595","2015","Fulica atra",324518.75
